iso3,year,value,source,metric,rate_per1000,country
HRV,2005,10924,Eurostat CNMIGRAT,net,,Croatia
HRV,2006,9975,Eurostat CNMIGRAT,net,,Croatia
HRV,2007,8894,Eurostat CNMIGRAT,net,,Croatia
HRV,2008,6227,Eurostat CNMIGRAT,net,,Croatia
HRV,2009,888,Eurostat CNMIGRAT,net,0.20744648791694292,Croatia
HRV,2010,-4255,Eurostat CNMIGRAT,net,-0.9940144212686848,Croatia
HRV,2011,-4051,Eurostat CNMIGRAT,net,-0.9463577956661439,Croatia
HRV,2012,-3905,Eurostat CNMIGRAT,net,-0.9165874872780942,Croatia
HRV,2013,-19724,Eurostat CNMIGRAT,net,-4.658564801146549,Croatia
HRV,2014,-25444,Eurostat CNMIGRAT,net,-6.055791153746742,Croatia
HRV,2015,-33098,Eurostat CNMIGRAT,net,-7.972107979213459,Croatia
HRV,2016,-38341,Eurostat CNMIGRAT,net,-9.335827042852861,Croatia
HRV,2017,-47507,Eurostat CNMIGRAT,net,-11.755064510948786,Croatia
HRV,2018,-29904,Eurostat CNMIGRAT,net,-7.4970385644715485,Croatia
HRV,2019,-19506,Eurostat CNMIGRAT,net,-4.938990578291838,Croatia
HRV,2020,-19307,Eurostat CNMIGRAT,net,-4.932545706587748,Croatia
HRV,2021,-4517,Eurostat CNMIGRAT,net,-1.1644810840785247,Croatia
HRV,2022,11685,Eurostat CNMIGRAT,net,3.0306244798206055,Croatia
HRV,2023,30178,Eurostat CNMIGRAT,net,7.818770749744926,Croatia
HRV,2024,31394,Eurostat CNMIGRAT,net,8.120117945269257,Croatia
HUN,2000,16658,Eurostat CNMIGRAT,net,,Hungary
HUN,2001,9691,Eurostat CNMIGRAT,net,,Hungary
HUN,2002,3538,Eurostat CNMIGRAT,net,,Hungary
HUN,2003,15556,Eurostat CNMIGRAT,net,,Hungary
HUN,2004,18162,Eurostat CNMIGRAT,net,,Hungary
HUN,2005,17268,Eurostat CNMIGRAT,net,,Hungary
HUN,2006,21309,Eurostat CNMIGRAT,net,,Hungary
HUN,2007,14568,Eurostat CNMIGRAT,net,,Hungary
HUN,2008,16452,Eurostat CNMIGRAT,net,,Hungary
HUN,2009,17321,Eurostat CNMIGRAT,net,1.737011051345469,Hungary
HUN,2010,11519,Eurostat CNMIGRAT,net,1.1551660008341584,Hungary
HUN,2011,12755,Eurostat CNMIGRAT,net,1.279116445927571,Hungary
HUN,2012,16044,Eurostat CNMIGRAT,net,1.6172796920112391,Hungary
HUN,2013,-7880,Eurostat CNMIGRAT,net,-0.7981578355093939,Hungary
HUN,2014,-1346,Eurostat CNMIGRAT,net,-0.13688546713640282,Hungary
HUN,2015,3234,Eurostat CNMIGRAT,net,0.33007561426061377,Hungary
HUN,2016,-8058,Eurostat CNMIGRAT,net,-0.8256354795791493,Hungary
HUN,2017,11029,Eurostat CNMIGRAT,net,1.13388266344915,Hungary
HUN,2018,24397,Eurostat CNMIGRAT,net,2.513350209190021,Hungary
HUN,2019,25896,Eurostat CNMIGRAT,net,2.6711160512042302,Hungary
HUN,2020,9604,Eurostat CNMIGRAT,net,0.9931317350365066,Hungary
HUN,2021,21070,Eurostat CNMIGRAT,net,2.1877425777692125,Hungary
HUN,2022,36495,Eurostat CNMIGRAT,net,3.799554277249712,Hungary
HUN,2023,26051,Eurostat CNMIGRAT,net,2.715856427304475,Hungary
HUN,2024,4086,Eurostat CNMIGRAT,net,0.42731355622451844,Hungary
IRL,2000,31820,Eurostat CNMIGRAT,net,,Ireland
IRL,2001,39277,Eurostat CNMIGRAT,net,,Ireland
IRL,2002,33669,Eurostat CNMIGRAT,net,,Ireland
IRL,2003,32205,Eurostat CNMIGRAT,net,,Ireland
IRL,2004,49514,Eurostat CNMIGRAT,net,,Ireland
IRL,2005,63372,Eurostat CNMIGRAT,net,,Ireland
IRL,2006,95025,Eurostat CNMIGRAT,net,,Ireland
IRL,2007,74375,Eurostat CNMIGRAT,net,,Ireland
IRL,2008,16658,Eurostat CNMIGRAT,net,,Ireland
IRL,2009,-19068,Eurostat CNMIGRAT,net,-4.163242420881364,Ireland
IRL,2010,-25760,Eurostat CNMIGRAT,net,-5.624350994435909,Ireland
IRL,2011,-27171,Eurostat CNMIGRAT,net,-5.932423946809709,Ireland
IRL,2012,-21996,Eurostat CNMIGRAT,net,-4.782224630196153,Ireland
IRL,2013,-11377,Eurostat CNMIGRAT,net,-2.4605217854689716,Ireland
IRL,2014,1732,Eurostat CNMIGRAT,net,0.37185416103088625,Ireland
IRL,2015,13250,Eurostat CNMIGRAT,net,2.8179755791046155,Ireland
IRL,2016,39697,Eurostat CNMIGRAT,net,8.334939557673112,Ireland
IRL,2017,25170,Eurostat CNMIGRAT,net,5.213938221978707,Ireland
IRL,2018,44400,CSO,net,9.064883742865996,Ireland
IRL,2019,44000,CSO,net,8.841633483748273,Ireland
IRL,2020,44700,CSO,net,8.869492853510305,Ireland
IRL,2021,21800,CSO,net,4.2656564757263595,Ireland
IRL,2022,51700,CSO,net,9.917825920477837,Ireland
IRL,2023,77600,CSO,net,14.609704383174892,Ireland
IRL,2024,79300,CSO,net,14.696643123620452,Ireland
IRL,2025,59700,CSO,net,11.064181519295598,Ireland
ISL,2000,1825,Eurostat CNMIGRAT,net,,Iceland
ISL,2001,848,Eurostat CNMIGRAT,net,,Iceland
ISL,2002,-332,Eurostat CNMIGRAT,net,,Iceland
ISL,2003,-217,Eurostat CNMIGRAT,net,,Iceland
ISL,2004,597,Eurostat CNMIGRAT,net,,Iceland
ISL,2005,3872,Eurostat CNMIGRAT,net,,Iceland
ISL,2006,5269,Eurostat CNMIGRAT,net,,Iceland
ISL,2007,5170,Eurostat CNMIGRAT,net,,Iceland
ISL,2008,1061,Eurostat CNMIGRAT,net,,Iceland
ISL,2009,-4762,Eurostat CNMIGRAT,net,-14.927244572338518,Iceland
ISL,2010,-2065,Eurostat CNMIGRAT,net,-6.47307014739165,Iceland
ISL,2011,-1383,Eurostat CNMIGRAT,net,-4.3352329364855455,Iceland
ISL,2012,-296,Eurostat CNMIGRAT,net,-0.9229349330872173,Iceland
ISL,2013,1642,Eurostat CNMIGRAT,net,5.071595359582906,Iceland
ISL,2014,1103,Eurostat CNMIGRAT,net,3.369111690787022,Iceland
ISL,2015,1478,Eurostat CNMIGRAT,net,4.467753880567689,Iceland
ISL,2016,4095,Eurostat CNMIGRAT,net,12.207882804325079,Iceland
ISL,2017,8268,Eurostat CNMIGRAT,net,24.0768782760629,Iceland
ISL,2018,6567,Eurostat CNMIGRAT,net,18.618114600491605,Iceland
ISL,2019,4966,Eurostat CNMIGRAT,net,13.772905151110901,Iceland
ISL,2020,2450,Eurostat CNMIGRAT,net,6.685531690784609,Iceland
ISL,2021,4910,Eurostat CNMIGRAT,net,13.180500375818747,Iceland
ISL,2022,9812,Eurostat CNMIGRAT,net,25.685662154485698,Iceland
ISL,2023,-5935,Eurostat CNMIGRAT,net,-15.389083215138607,Iceland
ISL,2024,4176,Eurostat CNMIGRAT,net,10.804489451651461,Iceland
ITA,2000,49631,Eurostat CNMIGRAT,net,,Italy
ITA,2001,45550,Eurostat CNMIGRAT,net,,Italy
ITA,2002,212303,Eurostat CNMIGRAT,net,,Italy
ITA,2003,468017,Eurostat CNMIGRAT,net,,Italy
ITA,2004,416437,Eurostat CNMIGRAT,net,,Italy
ITA,2005,257910,Eurostat CNMIGRAT,net,,Italy
ITA,2006,219611,Eurostat CNMIGRAT,net,,Italy
ITA,2007,497912,Eurostat CNMIGRAT,net,,Italy
ITA,2008,427290,Eurostat CNMIGRAT,net,,Italy
ITA,2009,292530,Eurostat CNMIGRAT,net,4.873319920333638,Italy
ITA,2010,283725,Eurostat CNMIGRAT,net,4.7266355395913635,Italy
ITA,2011,203530,Eurostat CNMIGRAT,net,3.390649859452041,Italy
ITA,2012,250821,Eurostat CNMIGRAT,net,4.167067680122992,Italy
ITA,2013,155044,Eurostat CNMIGRAT,net,2.5707155270412017,Italy
ITA,2014,45348,Eurostat CNMIGRAT,net,0.751781639429392,Italy
ITA,2015,30006,Eurostat CNMIGRAT,net,0.4981935378789218,Italy
ITA,2016,44845,Eurostat CNMIGRAT,net,0.7459840912508966,Italy
ITA,2017,61945,Eurostat CNMIGRAT,net,1.0323779180821413,Italy
ITA,2018,72290,Eurostat CNMIGRAT,net,1.2018555758966394,Italy
ITA,2019,39148,Eurostat CNMIGRAT,net,0.6554261231643594,Italy
ITA,2020,-69850,Eurostat CNMIGRAT,net,-1.1751573057830476,Italy
ITA,2021,95017,Eurostat CNMIGRAT,net,1.6068307377992384,Italy
ITA,2022,288812,Eurostat CNMIGRAT,net,4.893984981478952,Italy
ITA,2023,265204,Eurostat CNMIGRAT,net,4.49618589488415,Italy
ITA,2024,243612,Eurostat CNMIGRAT,net,4.132329536572232,Italy
LTU,2000,-20306,Eurostat CNMIGRAT,net,,Lithuania
LTU,2001,-23147,Eurostat CNMIGRAT,net,,Lithuania
LTU,2002,-11609,Eurostat CNMIGRAT,net,,Lithuania
LTU,2003,-21555,Eurostat CNMIGRAT,net,,Lithuania
LTU,2004,-32138,Eurostat CNMIGRAT,net,,Lithuania
LTU,2005,-51096,Eurostat CNMIGRAT,net,,Lithuania
LTU,2006,-24645,Eurostat CNMIGRAT,net,,Lithuania
LTU,2007,-21774,Eurostat CNMIGRAT,net,,Lithuania
LTU,2008,-16453,Eurostat CNMIGRAT,net,,Lithuania
LTU,2009,-32013,Eurostat CNMIGRAT,net,-10.571923457332367,Lithuania
LTU,2010,-77944,Eurostat CNMIGRAT,net,-25.74010564327973,Lithuania
LTU,2011,-38178,Eurostat CNMIGRAT,net,-12.607843493394405,Lithuania
LTU,2012,-18010,Eurostat CNMIGRAT,net,-6.025146371580579,Lithuania
LTU,2013,-14125,Eurostat CNMIGRAT,net,-4.769945124525116,Lithuania
LTU,2014,-10330,Eurostat CNMIGRAT,net,-3.516891462873644,Lithuania
LTU,2015,-19360,Eurostat CNMIGRAT,net,-6.650386502188685,Lithuania
LTU,2016,-24904,Eurostat CNMIGRAT,net,-8.65526139730479,Lithuania
LTU,2017,-20646,Eurostat CNMIGRAT,net,-7.262969374584673,Lithuania
LTU,2018,-1218,Eurostat CNMIGRAT,net,-0.43203745743473326,Lithuania
LTU,2019,11085,Eurostat CNMIGRAT,net,3.9433116489730495,Lithuania
LTU,2020,20775,Eurostat CNMIGRAT,net,7.3922677057710215,Lithuania
LTU,2021,19653,Eurostat CNMIGRAT,net,6.997984603223211,Lithuania
LTU,2022,72097,Eurostat CNMIGRAT,net,25.461225813036194,Lithuania
LTU,2023,44994,Eurostat CNMIGRAT,net,15.668698645521552,Lithuania
LTU,2024,23140,Eurostat CNMIGRAT,net,8.011694165173852,Lithuania
LUX,2000,3431,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2001,3310,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2002,2649,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2003,5410,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2004,4396,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2005,6106,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2006,5353,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2007,6001,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2008,7700,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2009,6583,Eurostat CNMIGRAT,net,12.699986688453874,Luxembourg
LUX,2010,7660,Eurostat CNMIGRAT,net,14.777745409928098,Luxembourg
LUX,2011,11004,Eurostat CNMIGRAT,net,21.229022257290968,Luxembourg
LUX,2012,10036,Eurostat CNMIGRAT,net,18.902110572449928,Luxembourg
LUX,2013,10348,Eurostat CNMIGRAT,net,19.044464075382805,Luxembourg
LUX,2014,11049,Eurostat CNMIGRAT,net,19.86090714140628,Luxembourg
LUX,2015,11159,Eurostat CNMIGRAT,net,19.590803435369132,Luxembourg
LUX,2016,9446,Eurostat CNMIGRAT,net,16.2298501410619,Luxembourg
LUX,2017,9427,Eurostat CNMIGRAT,net,15.808202087413806,Luxembourg
LUX,2018,9933,Eurostat CNMIGRAT,net,16.33851468048359,Luxembourg
LUX,2019,10267,Eurostat CNMIGRAT,net,16.55965071024079,Luxembourg
LUX,2020,6772,Eurostat CNMIGRAT,net,10.742062025414844,Luxembourg
LUX,2021,8466,Eurostat CNMIGRAT,net,13.226802319768025,Luxembourg
LUX,2022,13366,Eurostat CNMIGRAT,net,20.465378355328333,Luxembourg
LUX,2023,9352,Eurostat CNMIGRAT,net,14.032981708506519,Luxembourg
LUX,2024,7935,Eurostat CNMIGRAT,net,11.720619427720631,Luxembourg
LVA,2000,-16428,Eurostat CNMIGRAT,net,,Latvia
LVA,2001,-19163,Eurostat CNMIGRAT,net,,Latvia
LVA,2002,-9195,Eurostat CNMIGRAT,net,,Latvia
LVA,2003,-11584,Eurostat CNMIGRAT,net,,Latvia
LVA,2004,-15323,Eurostat CNMIGRAT,net,,Latvia
LVA,2005,-10952,Eurostat CNMIGRAT,net,,Latvia
LVA,2006,-8807,Eurostat CNMIGRAT,net,,Latvia
LVA,2007,-7946,Eurostat CNMIGRAT,net,,Latvia
LVA,2008,-22367,Eurostat CNMIGRAT,net,,Latvia
LVA,2009,-34477,Eurostat CNMIGRAT,net,-16.738772321721175,Latvia
LVA,2010,-35640,Eurostat CNMIGRAT,net,-17.303415191175063,Latvia
LVA,2011,-20077,Eurostat CNMIGRAT,net,-9.747493456599939,Latvia
LVA,2012,-11860,Eurostat CNMIGRAT,net,-5.8299607878607045,Latvia
LVA,2013,-14262,Eurostat CNMIGRAT,net,-7.086190474534282,Latvia
LVA,2014,-8652,Eurostat CNMIGRAT,net,-4.339491479008236,Latvia
LVA,2015,-10640,Eurostat CNMIGRAT,net,-5.380457510820333,Latvia
LVA,2016,-12229,Eurostat CNMIGRAT,net,-6.240759934617207,Latvia
LVA,2017,-7808,Eurostat CNMIGRAT,net,-4.020083943965961,Latvia
LVA,2018,-4905,Eurostat CNMIGRAT,net,-2.5451775501329927,Latvia
LVA,2019,-3360,Eurostat CNMIGRAT,net,-1.7556491669549206,Latvia
LVA,2020,-3150,Eurostat CNMIGRAT,net,-1.657503042702014,Latvia
LVA,2021,-286,Eurostat CNMIGRAT,net,-0.15176519907242808,Latvia
LVA,2022,22028,Eurostat CNMIGRAT,net,11.720867965710024,Latvia
LVA,2023,-3246,Eurostat CNMIGRAT,net,-1.7231951839720552,Latvia
LVA,2024,-4610,Eurostat CNMIGRAT,net,-2.470361026384099,Latvia
MLT,2000,1205,Eurostat CNMIGRAT,net,,Malta
MLT,2001,2173,Eurostat CNMIGRAT,net,,Malta
MLT,2002,1743,Eurostat CNMIGRAT,net,,Malta
MLT,2003,1667,Eurostat CNMIGRAT,net,,Malta
MLT,2004,1920,Eurostat CNMIGRAT,net,,Malta
MLT,2005,1605,Eurostat CNMIGRAT,net,,Malta
MLT,2006,54,Eurostat CNMIGRAT,net,,Malta
MLT,2007,1562,Eurostat CNMIGRAT,net,,Malta
MLT,2008,2324,Eurostat CNMIGRAT,net,,Malta
MLT,2009,2293,Eurostat CNMIGRAT,net,5.508470504578781,Malta
MLT,2010,74,Eurostat CNMIGRAT,net,0.17777009042251626,Malta
MLT,2011,1659,Eurostat CNMIGRAT,net,3.985413243391277,Malta
MLT,2012,4251,Eurostat CNMIGRAT,net,10.120753854504937,Malta
MLT,2013,5896,Eurostat CNMIGRAT,net,13.879145971140039,Malta
MLT,2014,9728,Eurostat CNMIGRAT,net,22.441583368129166,Malta
MLT,2015,9947,Eurostat CNMIGRAT,net,22.392057989284588,Malta
MLT,2016,8606,Eurostat CNMIGRAT,net,18.934885204783228,Malta
MLT,2017,14714,Eurostat CNMIGRAT,net,31.500344675512626,Malta
MLT,2018,17375,Eurostat CNMIGRAT,net,35.90595635902236,Malta
MLT,2019,21225,Eurostat CNMIGRAT,net,42.12044960231152,Malta
MLT,2020,947,Eurostat CNMIGRAT,net,1.8370870433956041,Malta
MLT,2021,3817,Eurostat CNMIGRAT,net,7.366592685515777,Malta
MLT,2022,21798,Eurostat CNMIGRAT,net,41.042113448550495,Malta
MLT,2023,20960,Eurostat CNMIGRAT,net,37.9196992475762,Malta
MLT,2024,10614,Eurostat CNMIGRAT,net,18.65879577461075,Malta
NLD,2000,57033,Eurostat CNMIGRAT,net,,Netherlands
NLD,2001,55984,Eurostat CNMIGRAT,net,,Netherlands
NLD,2002,27559,Eurostat CNMIGRAT,net,,Netherlands
NLD,2003,7099,Eurostat CNMIGRAT,net,,Netherlands
NLD,2004,-9960,Eurostat CNMIGRAT,net,,Netherlands
NLD,2005,-22824,Eurostat CNMIGRAT,net,,Netherlands
NLD,2006,-25903,Eurostat CNMIGRAT,net,,Netherlands
NLD,2007,-907,Eurostat CNMIGRAT,net,,Netherlands
NLD,2008,30890,Eurostat CNMIGRAT,net,,Netherlands
NLD,2009,38522,Eurostat CNMIGRAT,net,2.3076636454136605,Netherlands
NLD,2010,32471,Eurostat CNMIGRAT,net,1.9451779821978863,Netherlands
NLD,2011,30230,Eurostat CNMIGRAT,net,1.8109306889791537,Netherlands
NLD,2012,14081,Eurostat CNMIGRAT,net,0.8404077550280329,Netherlands
NLD,2013,19618,Eurostat CNMIGRAT,net,1.167430116055098,Netherlands
NLD,2014,35479,Eurostat CNMIGRAT,net,2.103704901889166,Netherlands
NLD,2015,55018,Eurostat CNMIGRAT,net,3.2478305834093812,Netherlands
NLD,2016,78864,Eurostat CNMIGRAT,net,4.630801287633334,Netherlands
NLD,2017,79955,Eurostat CNMIGRAT,net,4.667189219076011,Netherlands
NLD,2018,86371,CBS,net,5.012354030009011,Netherlands
NLD,2019,108035,CBS,net,6.22864138419224,Netherlands
NLD,2020,68359,CBS,net,3.9193303328268785,Netherlands
NLD,2021,107198,CBS,net,6.114055266159145,Netherlands
NLD,2022,223798,CBS,net,12.643253351706703,Netherlands
NLD,2023,137366,CBS,net,7.683901156993043,Netherlands
NLD,2024,107768,CBS,net,5.98927889733423,Netherlands
NLD,2025,94686,CBS,net,5.262237971132329,Netherlands
NOR,2000,9707,Eurostat CNMIGRAT,net,,Norway
NOR,2001,7915,Eurostat CNMIGRAT,net,,Norway
NOR,2002,17217,Eurostat CNMIGRAT,net,,Norway
NOR,2003,11225,Eurostat CNMIGRAT,net,,Norway
NOR,2004,13155,Eurostat CNMIGRAT,net,,Norway
NOR,2005,18332,Eurostat CNMIGRAT,net,,Norway
NOR,2006,23623,Eurostat CNMIGRAT,net,,Norway
NOR,2007,39532,Eurostat CNMIGRAT,net,,Norway
NOR,2008,43296,Eurostat CNMIGRAT,net,,Norway
NOR,2009,38589,Eurostat CNMIGRAT,net,7.790897314967955,Norway
NOR,2010,42163,Eurostat CNMIGRAT,net,8.512467373888773,Norway
NOR,2011,46738,Eurostat CNMIGRAT,net,9.43613357969816,Norway
NOR,2012,47142,Eurostat CNMIGRAT,net,9.393506879345981,Norway
NOR,2013,38948,Eurostat CNMIGRAT,net,7.667498158820054,Norway
NOR,2014,38139,Eurostat CNMIGRAT,net,7.424036913263796,Norway
NOR,2015,30044,Eurostat CNMIGRAT,net,5.7903788049470695,Norway
NOR,2016,26168,Eurostat CNMIGRAT,net,4.9991221734031335,Norway
NOR,2017,21443,Eurostat CNMIGRAT,net,4.0635076809258655,Norway
NOR,2018,18313,Eurostat CNMIGRAT,net,3.447531926333172,Norway
NOR,2019,25557,Eurostat CNMIGRAT,net,4.778888744283733,Norway
NOR,2020,11421,Eurostat CNMIGRAT,net,2.123069630400736,Norway
NOR,2021,19843,Eurostat CNMIGRAT,net,3.668976687769954,Norway
NOR,2022,58008,Eurostat CNMIGRAT,net,10.629769107444265,Norway
NOR,2023,53053,Eurostat CNMIGRAT,net,9.611745486675575,Norway
NOR,2024,34352,Eurostat CNMIGRAT,net,6.16480258795369,Norway
NZL,2000,-9800,Stats NZ,net,,New Zealand
NZL,2001,-9300,Stats NZ,net,,New Zealand
NZL,2002,32800,Stats NZ,net,,New Zealand
NZL,2003,42500,Stats NZ,net,,New Zealand
NZL,2004,22000,Stats NZ,net,,New Zealand
NZL,2005,8600,Stats NZ,net,,New Zealand
NZL,2006,10700,Stats NZ,net,,New Zealand
NZL,2007,10100,Stats NZ,net,,New Zealand
NZL,2008,4700,Stats NZ,net,,New Zealand
NZL,2009,12500,Stats NZ,net,2.8512773722627736,New Zealand
NZL,2010,16500,Stats NZ,net,3.7636861313868617,New Zealand
NZL,2011,3900,Stats NZ,net,0.8895985401459854,New Zealand
NZL,2012,-3200,Stats NZ,net,-0.7259363444567954,New Zealand
NZL,2013,7900,Stats NZ,net,1.7784381261115239,New Zealand
NZL,2014,33500,Stats NZ,net,7.4172478689250525,New Zealand
NZL,2015,53400,Stats NZ,net,11.585021911745564,New Zealand
NZL,2016,64600,Stats NZ,net,13.703570140641904,New Zealand
NZL,2017,59500,Stats NZ,net,12.360811035399701,New Zealand
NZL,2018,49000,Stats NZ,net,9.99877566012325,New Zealand
NZL,2019,52100,Stats NZ,net,10.482264652033077,New Zealand
NZL,2020,84800,Stats NZ,net,16.717924453907422,New Zealand
NZL,2021,-6600,Stats NZ,net,-1.2980372104000315,New Zealand
NZL,2022,-17700,Stats NZ,net,-3.483086368734872,New Zealand
NZL,2023,108400,Stats NZ,net,20.846153846153847,New Zealand
NZL,2024,70400,Stats NZ,net,13.314420803782506,New Zealand
NZL,2025,13700,Stats NZ,net,2.591016548463357,New Zealand
POL,2000,-19669,Eurostat CNMIGRAT,net,,Poland
POL,2001,-16743,Eurostat CNMIGRAT,net,,Poland
POL,2002,-17945,Eurostat CNMIGRAT,net,,Poland
POL,2003,-13765,Eurostat CNMIGRAT,net,,Poland
POL,2004,-9382,Eurostat CNMIGRAT,net,,Poland
POL,2005,-12878,Eurostat CNMIGRAT,net,,Poland
POL,2006,-36134,Eurostat CNMIGRAT,net,,Poland
POL,2007,-20485,Eurostat CNMIGRAT,net,,Poland
POL,2008,-14865,Eurostat CNMIGRAT,net,,Poland
POL,2009,-1196,Eurostat CNMIGRAT,net,-0.03142138001597604,Poland
POL,2010,5027,Eurostat CNMIGRAT,net,0.13206962988320364,Poland
POL,2011,-11841,Eurostat CNMIGRAT,net,-0.31108742539228446,Poland
POL,2012,-2726,Eurostat CNMIGRAT,net,-0.0716177982471452,Poland
POL,2013,-26943,Eurostat CNMIGRAT,net,-0.7082771077204755,Poland
POL,2014,-10935,Eurostat CNMIGRAT,net,-0.28767431952264216,Poland
POL,2015,-12792,Eurostat CNMIGRAT,net,-0.3367519943710398,Poland
POL,2016,11507,Eurostat CNMIGRAT,net,0.3030543490722052,Poland
POL,2017,4593,Eurostat CNMIGRAT,net,0.1209485462816867,Poland
POL,2018,22147,Eurostat CNMIGRAT,net,0.583203312727536,Poland
POL,2019,20081,Eurostat CNMIGRAT,net,0.5289279272812997,Poland
POL,2020,-762735,Eurostat CNMIGRAT,net,-20.331062038267238,Poland
POL,2021,4410,Eurostat CNMIGRAT,net,0.11924862334765281,Poland
POL,2022,7291,Eurostat CNMIGRAT,net,0.1980079762099296,Poland
POL,2023,3819,Eurostat CNMIGRAT,net,0.10409581743332641,Poland
POL,2024,33247,Eurostat CNMIGRAT,net,0.9094009165892513,Poland
PRT,2000,67108,Eurostat CNMIGRAT,net,,Portugal
PRT,2001,56213,Eurostat CNMIGRAT,net,,Portugal
PRT,2002,41798,Eurostat CNMIGRAT,net,,Portugal
PRT,2003,24738,Eurostat CNMIGRAT,net,,Portugal
PRT,2004,14336,Eurostat CNMIGRAT,net,,Portugal
PRT,2005,15381,Eurostat CNMIGRAT,net,,Portugal
PRT,2006,17141,Eurostat CNMIGRAT,net,,Portugal
PRT,2007,21771,Eurostat CNMIGRAT,net,,Portugal
PRT,2008,9361,Eurostat CNMIGRAT,net,,Portugal
PRT,2009,15408,Eurostat CNMIGRAT,net,1.4594281254380748,Portugal
PRT,2010,3814,Eurostat CNMIGRAT,net,0.3612577148507799,Portugal
PRT,2011,-7781,Eurostat CNMIGRAT,net,-0.737007414592008,Portugal
PRT,2012,-37290,Eurostat CNMIGRAT,net,-3.5464149539451086,Portugal
PRT,2013,-36030,Eurostat CNMIGRAT,net,-3.445441674926451,Portugal
PRT,2014,-26495,Eurostat CNMIGRAT,net,-2.5473360316475375,Portugal
PRT,2015,-3528,Eurostat CNMIGRAT,net,-0.34060379553113923,Portugal
PRT,2016,-629,Eurostat CNMIGRAT,net,-0.06091743005536222,Portugal
PRT,2017,14896,Eurostat CNMIGRAT,net,1.446171470733862,Portugal
PRT,2018,23757,Eurostat/INE,net,2.310133333696363,Portugal
PRT,2019,67113,Eurostat/INE,net,6.524526934611724,Portugal
PRT,2020,57768,Eurostat/INE,net,5.610133590286412,Portugal
PRT,2021,72079,Eurostat/INE,net,6.956203010838528,Portugal
PRT,2022,136194,Eurostat/INE,net,13.052488649968202,Portugal
PRT,2023,155701,Eurostat/INE,net,14.719081005852239,Portugal
PRT,2024,143641,Eurostat/INE,net,13.431069145493915,Portugal
ROU,2000,-3729,Eurostat CNMIGRAT,net,,Romania
ROU,2001,-557739,Eurostat CNMIGRAT,net,,Romania
ROU,2002,-146837,Eurostat CNMIGRAT,net,,Romania
ROU,2003,-52251,Eurostat CNMIGRAT,net,,Romania
ROU,2004,-96159,Eurostat CNMIGRAT,net,,Romania
ROU,2005,-84257,Eurostat CNMIGRAT,net,,Romania
ROU,2006,-87902,Eurostat CNMIGRAT,net,,Romania
ROU,2007,-457806,Eurostat CNMIGRAT,net,,Romania
ROU,2008,-163868,Eurostat CNMIGRAT,net,,Romania
ROU,2009,-110782,Eurostat CNMIGRAT,net,-5.498540565373578,Romania
ROU,2010,-48100,Eurostat CNMIGRAT,net,-2.3873896589199433,Romania
ROU,2011,-47866,Eurostat CNMIGRAT,net,-2.3757753308495215,Romania
ROU,2012,-21487,Eurostat CNMIGRAT,net,-1.0712415249051066,Romania
ROU,2013,-13887,Eurostat CNMIGRAT,net,-0.6949166002500138,Romania
ROU,2014,-20439,Eurostat CNMIGRAT,net,-1.026622209004289,Romania
ROU,2015,-49615,Eurostat CNMIGRAT,net,-2.503833340331181,Romania
ROU,2016,-64005,Eurostat CNMIGRAT,net,-3.248610933960036,Romania
ROU,2017,-58737,Eurostat CNMIGRAT,net,-2.998512153553717,Romania
ROU,2018,-56804,Eurostat CNMIGRAT,net,-2.9169193543997447,Romania
ROU,2019,-25451,Eurostat CNMIGRAT,net,-1.3138273005993089,Romania
ROU,2020,-27220,Eurostat CNMIGRAT,net,-1.4129066583615577,Romania
ROU,2021,-16871,Eurostat CNMIGRAT,net,-0.8822794658253067,Romania
ROU,2022,106813,Eurostat CNMIGRAT,net,5.607422567926863,Romania
ROU,2023,97011,Eurostat CNMIGRAT,net,5.089485570111466,Romania
ROU,2024,70285,Eurostat CNMIGRAT,net,3.6891519564236543,Romania
SVK,2000,-22301,Eurostat CNMIGRAT,net,,Slovakia
SVK,2001,1012,Eurostat CNMIGRAT,net,,Slovakia
SVK,2002,-3387,Eurostat CNMIGRAT,net,,Slovakia
SVK,2003,-2481,Eurostat CNMIGRAT,net,,Slovakia
SVK,2004,-1085,Eurostat CNMIGRAT,net,,Slovakia
SVK,2005,-712,Eurostat CNMIGRAT,net,,Slovakia
SVK,2006,-351,Eurostat CNMIGRAT,net,,Slovakia
SVK,2007,2316,Eurostat CNMIGRAT,net,,Slovakia
SVK,2008,2141,Eurostat CNMIGRAT,net,,Slovakia
SVK,2009,-295,Eurostat CNMIGRAT,net,-0.054645982946007546,Slovakia
SVK,2010,-4929,Eurostat CNMIGRAT,net,-0.9130510167487159,Slovakia
SVK,2011,2966,Eurostat CNMIGRAT,net,0.5494236793825708,Slovakia
